alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT835	EN6165, EN6166, EN6167, EN6168, EN6169, EN6170, EN6171, EN6172, EN6173, EN6174, EN858, EN6175, EN6176, EN6177, EN6178, EN6179, EN6180, EN6181, EN6182, EN6183, EN6184, EN6185, EN6186	JA4340	IT3650		NL3198	FR3078, FR3079		FI3083, FI3084	PL3032, PL3033		PT2495	RU2797	ZH2586, ZH2587, ZH2588	ID2269	MS2148, MS2320	CA2349	TL2948	RO414		SV2315	SL1252, SL192		NO2093	DA1997	CS1975	SK1952	IS2086	HR1881	EL305	BG1881	LT1840	UK1917		VI1820	HU146	ET384	TR1623	LV1780		GA1744	CY1672	SW1661	SQ1653	AF1592	HI1556		MT1612	EU979		TH910			
ALIGNMENT836	EN4700, EN4701	JA762	IT2493, IT338	ES269, ES2099		FR2035, FR2038, FR2450, FR2040		FI415, FI296	PL2327, PL2328, PL656, PL2329, PL2330		PT1626			ID1467, ID1469	MS1526, MS1522	CA1819, CA1542		RO1615	FA239		SL1885												HE1439															EU655, EU772		TH668			
ALIGNMENT837	EN5894, EN5895, EN5896	JA4183, JA4184, JA4185, JA4186	IT3540	ES3090	NL3104	FR2980, FR2981, FR2982	DE2780	FI2959, FI2960, FI2961, FI2962	PL2925		PT2402	RU1460, RU2698	ZH2489	ID2201	MS2257	CA2267	TL2841	RO2365, RO2366, RO2367	FA2437, FA2438	SV2234	SL2370	AR2075	NO2009	DA1912	CS1901	SK1876	IS2014	HR1809	EL1893		LT1767	UK1829	HE1819	VI1747	HU1726	ET1692	TR1560	LV1713	SR1646	GA1670	CY1608	SW1593	SQ1593	AF1530	HI1493	KO1471	MT1545						
ALIGNMENT838	EN6787		IT3939, IT3940, IT3941	ES3447, ES3448		FR3317		FI3355, FI3356			PT2675, PT2676					CA2532, CA2533	TL3104	RO2645, RO2646, RO2647, RO2648			SL2644	AR2356, AR2357				SK2100, SK2101, SK2102, SK2103, SK2104, SK2105, SK2106, SK2107		HR2045, HR2046, HR2047, HR2048	EL2098						HU1901, HU1902		TR1727					SW1779	SQ1761, SQ1762							TH1019, TH1020, TH1021			
ALIGNMENT839			IT3030, IT3031													CA1914, CA1915, CA1916			FA2055										EL1590																			EU808, EU809					
ALIGNMENT840	EN1305, EN1928, EN1929, EN1930, EN1931, EN1932, EN1933, EN1934, EN1935, EN1936, EN1937, EN1938, EN1305, EN1928, EN1929, EN1930, EN1931, EN1932, EN1933, EN1934, EN1935, EN1936, EN1937, EN1938	JA1506, JA1507, JA797, JA1508, JA1509, JA1510, JA1511, JA1506, JA1507, JA1508, JA1509, JA1510, JA1511	IT917, IT1390, IT670, IT917, IT1390	ES507, ES496, ES497, ES502, ES1057, ES1058, ES1059, ES1057, ES1058, ES1059	NL1175, NL1176, NL1108, NL1177, NL1178, NL573, NL1175, NL1176, NL1108, NL1177, NL1178	FR535, FR1088, FR1089, FR550, FR1088, FR1089, FR265, FR266	DE952, DE953, DE954, DE955, DE952, DE953, DE954, DE955	FI1047, FI1048, FI1049, FI1050, FI1047, FI1048, FI1049, FI1050	PL471, PL999, PL488, PL1000, PL1001, PL1002, PL1003, PL1004, PL483, PL1005, PL1006, PL484, PL1007, PL478, PL1008, PL497, PL1009, PL999, PL1000, PL1001, PL1002, PL1003, PL1004, PL1005, PL1006, PL1007, PL1008, PL1009	MK756, MK756	PT409, PT746, PT407, PT746	RU413, RU908, RU909, RU408, RU908, RU909	ZH818, ZH819, ZH820, ZH821, ZH822, ZH818, ZH819, ZH820, ZH821, ZH822	ID774, ID374, ID775, ID372, ID774, ID775	MS797, MS367, MS798, MS799, MS366, MS797, MS798, MS799	CA810, CA414, CA810	TL877, TL877	RO856, RO856	FA825, FA826, FA827, FA828, FA829, FA825, FA826, FA827, FA828, FA829	SV717, SV718, SV719, SV717, SV718, SV719	SL822, SL397, SL822		NO672, NO673, NO674, NO675, NO676, NO677, NO678, NO679, NO680, NO672, NO673, NO674, NO675, NO676, NO677, NO678, NO679, NO680	DA637, DA638, DA639, DA637, DA638, DA639	CS332, CS324, CS314, CS333	SK299, SK300	IS664, IS665, IS664, IS665	HR286, HR624, HR624	EL651, EL651	BG290, BG625, BG626, BG625, BG626	LT611, LT611	UK612, UK613, UK612, UK613	HE571, HE571	VI598, VI598	HU570, HU571, HU572, HU573, HU276, HU271, HU273, HU570, HU571, HU572, HU573	ET275	TR247	LV558, LV575, LV558, LV575	SR543, SR543	GA557, GA557	CY266, CY530, CY530	SW550, SW550	SQ251	AF512, AF512	HI507, HI507	KO507, KO508, KO507, KO508	MT527, MT245, MT527	EU187, EU188, EU190, EU248, EU245, EU248, EU245		TH301, TH301		EO149, EO150, EO149, EO150	
ALIGNMENT841	EN7274, EN7275, EN7276, EN7277	JA5144, JA5145, JA5146, JA5147, JA5148, JA5149, JA5150, JA5151, JA5152, JA5153, JA5154, JA5155, JA5156, JA5157	IT4243, IT4244, IT4245	ES3724, ES3725, ES3726	NL3704, NL3705, NL3706, NL3707, NL3708	FR3589, FR3590	DE3328	FI3679, FI3680	PL3528, PL3529		PT2897, PT2898, PT2899	RU3170, RU3171	ZH3074		MS2816	CA2763	TL3353, TL3354	RO2856, RO2857, RO2858	FA2907, FA2908, FA2909, FA2910	SV2663	SL2915, SL2916	AR2510, AR2511	NO2384	DA2258	CS2254	SK2266	IS2413, IS2414	HR2181	EL2244, EL2245	BG2160, BG2161	LT2085	UK2148, UK2149	HE2126	VI2047, VI2048	HU2029, HU2030	ET2004, ET2005	TR1846	LV2006	SR1954, SR1955	GA1972, GA1973	CY1901, CY1902	SW1889, SW1890	SQ1883, SQ1884	AF1804, AF1805	HI1749, HI1750	KO1734, KO1735	MT1806, MT1807	EU1156		TH1103, TH1104	GL672, GL673		
ALIGNMENT842	EN1403, EN1404, EN1403, EN1404	JA1160, JA1161, JA1162, JA1160, JA1161, JA1162	IT1028, IT1029, IT1030, IT1031, IT1032, IT1028, IT1029, IT1030, IT1031, IT1032	ES758, ES758	NL857, NL858, NL857, NL858	FR793, FR793	DE702, DE703, DE702, DE703	FI778, FI779, FI778, FI779	PL731, PL732, PL731, PL732		PT616, PT616	RU647, RU648, RU647, RU648	ZH615, ZH616, ZH615, ZH616	ID592, ID592	MS607, MS607	CA610, CA611, CA610, CA611	TL701, TL701	RO635, RO635	FA623, FA624, FA623, FA624	SV533, SV534, SV533, SV534	SL600, SL601, SL600, SL601	AR499, AR499	NO504, NO505, NO504, NO505	DA474, DA475, DA474, DA475	CS476, CS477, CS476, CS477	SK475, SK476, SK475, SK476	IS484, IS484	HR451, HR452, HR451, HR452	EL485, EL486, EL485, EL486	BG447, BG447	LT452, LT452	UK450, UK451, UK450, UK451	HE417, HE417	VI437, VI438, VI437, VI438	HU411, HU412, HU411, HU412	ET423, ET423	TR383, TR384, TR383, TR384	LV407, LV407	SR389, SR390, SR389, SR390	GA403, GA403	CY389, CY389	SW400, SW400	SQ392, SQ392	AF368, AF368	HI377, HI377	KO363, KO364, KO363, KO364	MT385, MT386, MT385, MT386	EU266, EU266			GL135, GL135	EO108, EO108	
ALIGNMENT843	EN5595, EN5596, EN5597, EN5598, EN5599, EN5600, EN5601, EN5602, EN5603, EN5604, EN5605, EN5606, EN5607, EN5608	JA3966, JA3967	IT3375, IT3376, IT3377, IT3378	ES2961, ES2962, ES2963, ES2964, ES2965	NL2974, NL2975, NL2976	FR2851, FR2852, FR2853	DE2642, DE2643, DE2644, DE2645, DE2646, DE2647	FI2816, FI2817, FI2818, FI2819, FI2820	PL2775, PL2776, PL2777		PT2276, PT2277, PT2278	RU2576, RU2577, RU2578, RU2579, RU2580, RU2581	ZH2340, ZH2341, ZH2342, ZH2343	ID2076, ID2077, ID2078, ID2079	MS2143, MS2144, MS2145, MS2146	CA2150, CA2151	TL2693, TL2694, TL2695	RO2249, RO2250, RO2251	FA2302, FA2303, FA2304, FA2305, FA2306, FA2307, FA2308	SV2091, SV2092, SV2093, SV2094, SV2095	SL2237, SL2238, SL2239	AR1932, AR1933, AR1934, AR1935, AR1936, AR1937, AR1938	NO1901, NO1902, NO1903	DA1798, DA1799, DA1800, DA1801, DA1802, DA1803	CS1795, CS1796, CS1797, CS1798	SK1761, SK1762, SK1763, SK1764, SK1765	IS1876, IS1877, IS1878	HR1703, HR1704, HR1705, HR1706	EL1793, EL1794, EL1795	BG1692, BG1693, BG1694	LT1667, LT1668, LT1669, LT1670	UK1730, UK1731, UK1732, UK1733, UK1734	HE1696, HE1697, HE1698, HE1699, HE1700, HE1701, HE1702, HE1703, HE1704	VI1655, VI1656, VI1657, VI1658	HU1633, HU1634, HU1635	ET1600, ET1601, ET1602	TR1481, TR1482, TR1483, TR1484	LV1621, LV1622, LV1623	SR1542, SR1543, SR1544, SR1545, SR1546, SR1547, SR1548, SR1549	GA1580, GA1581, GA1582	CY1522, CY1523, CY1524	SW1502, SW1503, SW1504	SQ1507, SQ1508, SQ1509	AF1443, AF1444, AF1445	HI1408, HI1409, HI1410, HI1411	KO1406, KO1407	MT1466, MT1467, MT1468	EU902, EU903	BN805, BN806, BN807, BN808, BN809, BN810, BN811, BN812, BN813, BN814, BN815, BN816, BN817, BN818, BN819	TH830	GL515	EO430, EO431	
ALIGNMENT844	EN5332, EN5333, EN5334, EN5335, EN5336, EN5337	JA3831	IT3283, IT3284, IT3285	ES2854, ES2855, ES2856	NL2849, NL2850	FR2747, FR2748, FR2749, FR2750	DE2535, DE2536	FI2705, FI2706, FI2707, FI2708	PL2688, PL2689, PL2690	MK2290	PT2185, PT2186	RU2449, RU2450, RU2451	ZH2238			CA2066, CA2067, CA2068, CA2069, CA2070	TL2595, TL2596, TL2597	RO2164, RO2165	FA2215	SV1992, SV1993, SV1994	SL2155	AR1831	NO1807, NO1808	DA1720, DA1721	CS1716, CS1717	SK1694, SK1695, SK1696	IS1798, IS1799	HR1634, HR1635	EL1714, EL1715	BG1620, BG1621	LT1587	UK1654, UK1655	HE1620, HE1621, HE1622	VI1578	HU1566	ET1529, ET1530, ET1531		LV1538	SR1469, SR1470, SR1471	GA1509	CY1455, CY1456, CY1457	SW1448		AF1384, AF1385	HI1342, HI1343		MT1408			TH790	GL490		
ALIGNMENT845	EN4955	JA415, JA3463, JA3464	IT3040, IT3041, IT3042, IT3043, IT3044, IT3045, IT3046, IT3047, IT3048, IT3049, IT3050, IT3051, IT1919, IT1922, IT3052, IT3053, IT3054, IT3055, IT3056	ES2654, ES2655, ES2656, ES1578, ES2657	NL2626, NL1667	FR2568, FR2569, FR1586	DE1426, DE2360	FI2487, FI2488, FI2489	PL2464, PL1495, PL2465, PL2466, PL2467, PL1715, PL1496, PL2468, PL2469		PT2030	RU1406	ZH2049		MS1862, MS1863	CA1168, CA1167	TL2303	RO1987, RO1988, RO1989, RO1990, RO1991	FA2070, FA2071	SV1858, SV1859, SV433	SL1993	AR1719	NO1689	DA1601	CS1611	SK1593	IS1653	HR1524	EL1597	BG1501	LT1478	UK947	HE1512, HE1513	VI1463	HU1466	ET1423	TR1334	LV133, LV1431	SR1378	GA1405, GA1406	CY1346	SW1342	SQ1354	AF1290	HI1252	KO1239	MT1300, MT1301, MT1302, MT1303, MT1304	EU815		TH701		EO373	
ALIGNMENT846	EN2516, EN2517, EN2518	JA1872, JA1873, JA1874, JA1875, JA1876	IT1699, IT1700, IT1701, IT1702		NL1473, NL1474	FR1375, FR1376		FI1335, FI1336, FI1337	PL1320		PT1076, PT1077			ID973	MS1007, MS1008	CA1028		RO1084, RO1085	FA1052, FA1053		SL1040, SL1041					SK849		HR804, HR805, HR806	EL858		LT802, LT803, LT804		HE780, HE781															EU453		TH382			
ALIGNMENT847	EN1371, EN1372, EN1373, EN1374	JA1129, JA1130	IT957, IT958, IT959, IT960	ES721	NL818	FR758, FR759	DE680	FI735, FI736, FI737	PL699, PL700, PL701, PL702, PL703		PT592	RU619, RU620	ZH587	ID565, ID566, ID567	MS578, MS579, MS580	CA581, CA582	TL681	RO608, RO609, RO610	FA604, FA605	SV511	SL566, SL567	AR477	NO482	DA454	CS457	SK444	IS464	HR429	EL462, EL463	BG427	LT431	UK434	HE398	VI416	HU390, HU391	ET403	TR366	LV388	SR369	GA382	CY369	SW380	SQ365	AF348	HI360	KO345	MT365	EU253		TH210, TH211			
ALIGNMENT848	EN3355, EN3356, EN3357, EN3358, EN3359, EN3360, EN3361, EN3362, EN3363, EN3364	JA2411, JA2412, JA2413	IT2140, IT2141, IT2142, IT2143	ES1773, ES1774, ES1775, ES1776, ES1777	NL1868, NL1869, NL1870, NL1871, NL1872, NL1873	FR1785, FR1786, FR1787, FR1788, FR1789	DE1662, DE1663, DE1664	FI1735, FI1736, FI1737, FI1738, FI1739	PL1716, PL1717, PL1718, PL1719, PL1720		PT1399, PT1400, PT1401, PT1402, PT1403, PT1404	RU1596, RU1597, RU1598	ZH1380, ZH1381, ZH1382, ZH1383, ZH1384, ZH1385	ID1263, ID1264, ID1265, ID1266	MS1293, MS1294, MS1295, MS1296, MS337, MS1297, MS1298, MS1299	CA1316, CA1317, CA1318, CA1319, CA1320	TL1355, TL1356, TL1357	RO1399, RO1400, RO1401, RO1402, RO1403	FA1393, FA1394, FA1395, FA1396	SV1266, SV1267, SV1268, SV1269, SV1270, SV1271	SL1361, SL1362, SL1363, SL1364, SL1365, SL1366, SL1367	AR1177, AR1178, AR1179, AR1180, AR1181	NO1139, NO1140, NO1141, NO1142, NO1143	DA1105, DA1106, DA1107, DA1108	CS1118, CS1119, CS1120, CS1121, CS1122, CS1123	SK1099, SK1100, SK1101, SK1102	IS1158, IS1159, IS1160, IS1161, IS1162	HR1058, HR1059, HR1060, HR1061, HR1062, HR1063	EL1115, EL1116, EL1117, EL1118, EL1119, EL1120	BG1047, BG1048, BG1049, BG1050	LT1048, LT1049, LT1050, LT1051	UK1086, UK1087, UK1088	HE1043, HE1044, HE1045	VI1000, VI634, VI1001, VI1002	HU1047, HU1048, HU1049, HU1050	ET990, ET991, ET992, ET993	TR917, TR918, TR919	LV983, LV984, LV985	SR950, SR951, SR952, SR953	GA967, GA968, GA969, GA970, GA971, GA972	CY929, CY930, CY931	SW935, SW936, SW937, SW938	SQ920, SQ921, SQ922, SQ923	AF900, AF901, AF902	HI883, HI884, HI885, HI886, HI887	KO875, KO876	MT903, MT904, MT905, MT906	EU568, EU569		TH476, TH477		EO258, EO259	
ALIGNMENT849	EN3927, EN3928, EN3929, EN666, EN3930	JA2817, JA2818	IT2502	ES2103	NL2113	FR2041, FR2042, FR2043, FR2044, FR2045		FI1813, FI2002, FI2003, FI2004, FI2005			PT1631, PT1632	RU1798	ZH1628	ID1472, ID1473	MS1527, MS1528	CA1545	TL1610	RO1618, RO1619	FA1616, FA1617, FA1618, FA1619, FA1620	SV24	SL1602		NO1336	DA1275	CS1291	SK1274	IS1334		EL1295, EL1296	BG1203	LT1202	UK1234	HE1217	VI1169	HU1202	ET1144	TR1061	LV1132	SR1093	GA1128		SW1083	SQ1079	AF1042			MT1057			TH564			
ALIGNMENT850	EN7177, EN7178, EN7179, EN7180, EN7181, EN7182, EN7183, EN7184, EN7185, EN7186, EN7187, EN7188, EN7189, EN7190, EN7191, EN7192, EN7193, EN7194, EN7195, EN7196, EN7197, EN7198, EN7199, EN7200, EN7201, EN7202, EN7203, EN7204, EN7205, EN7206, EN7207, EN7208, EN7209, EN7210, EN7211	JA5097, JA5098, JA5099, JA5100, JA5101, JA5102, JA5103, JA5104, JA5105, JA5106, JA1234, JA5107, JA5108, JA5109, JA5110, JA1238, JA5111, JA5112	IT4205, IT4206, IT4207, IT4208, IT4209, IT4210, IT4211, IT4212, IT4213, IT4214, IT4215, IT4216, IT4217, IT4218	ES3660, ES3661, ES3662, ES3663, ES3664, ES3665, ES3666, ES3667, ES3668	NL3662, NL3663, NL3664, NL3665, NL3666, NL3667, NL3668, NL3669, NL3670, NL3671, NL3672	FR3552, FR3553, FR3554, FR3555, FR3556, FR3557, FR3558	DE3289, DE3290, DE3291, DE3292, DE3293, DE3294, DE3295, DE3296	FI3631, FI3632, FI3633, FI3634, FI3635, FI3636, FI3637, FI3638	PL3495, PL3496, PL3497, PL3498	MK3207, MK3208	PT2860, PT2861, PT2862, PT2863, PT2864, PT2865, PT2866, PT2867	RU3122, RU3123, RU3124, RU3125, RU3126, RU3127, RU3128, RU3129, RU3130, RU3131, RU3132	ZH3022, ZH3023, ZH3024, ZH3025, ZH3026, ZH3027, ZH3028, ZH3029, ZH3030, ZH3031, ZH3032	ID2720, ID2721, ID2722, ID2723, ID2724	MS2785, MS2786, MS2787, MS2788, MS2789	CA2723, CA2724, CA2725, CA2726, CA2727, CA2728, CA2729, CA2730, CA2731, CA2732	TL3313, TL3314, TL3315, TL3316, TL3317, TL3318, TL3319, TL3320, TL3321, TL3322, TL3323, TL3324, TL3325, TL3326, TL3327, TL3328, TL3329, TL3330, TL3331	RO2829, RO2830, RO2831, RO2832	FA2882, FA2883, FA2884, FA2885, FA2886, FA2887, FA2888	SV2630, SV2631, SV2632, SV2633, SV2634, SV2635, SV2636, SV2637, SV2638, SV2639, SV2640	SL2886, SL2887, SL2888, SL2889	AR2483, AR2484, AR2485, AR2486, AR2487	NO2356, NO2357, NO2358, NO2359, NO2360, NO2361	DA2228, DA2229, DA2230, DA2231, DA2232, DA2233	CS2225, CS2226	SK2235, SK2236, SK2237, SK2238, SK2239	IS2379, IS2380, IS2381, IS2382, IS2383, IS2384, IS2385	HR2153, HR2154, HR2155, HR2156	EL2217, EL2218, EL2219, EL2220	BG2133, BG2134, BG2135, BG2136	LT2054, LT2055, LT2056, LT2057, LT2058, LT2059, LT2060	UK2117, UK2118, UK2119, UK2120, UK2121, UK2122	HE2102, HE306, HE2103, HE2104, HE2105, HE2106	VI2024, VI2025, VI2026, VI2027	HU2003, HU2004, HU2005, HU2006, HU2007, HU2008	ET1975, ET1976, ET1977, ET1978, ET1979	TR1825, TR1826, TR1827, TR1828	LV1985, LV1986, LV1987, LV1988	SR1930, SR1931, SR1932	GA1945, GA1946, GA1947, GA1948	CY1880, CY1881, CY1882, CY1883, CY1884	SW1864, SW1865, SW1866, SW1867, SW1868	SQ1860, SQ1861, SQ1862, SQ1863, SQ1864	AF1778, AF1779, AF1780, AF1781, AF1782	HI1732, HI1733, HI1734, HI1735	KO1712, KO1713, KO1714, KO1715, KO1716	MT1783, MT1784, MT1785	EU1146		TH1092, TH1093, TH1094	GL665	EO546, EO547	
ALIGNMENT851	EN7748, EN7749, EN7750, EN7751, EN7752, EN7753, EN7754, EN7755, EN7756, EN7757, EN7758, EN7759, EN7760, EN7761, EN7762, EN7763, EN7764, EN7765, EN7766, EN7767, EN7768	JA5562, JA5563, JA5564, JA5565, JA5566, JA5567	IT4522, IT4523, IT4524, IT4525, IT4526, IT4527, IT4528, IT4529, IT4530, IT4531	ES3966, ES3967, ES3968, ES3969, ES3970, ES3971, ES3972	NL4008, NL4009, NL4010, NL4011, NL4012, NL4013	FR3882, FR3883, FR3884, FR3885, FR3886, FR3887, FR3888, FR3889, FR3890, FR3891, FR3892	DE3554, DE3555, DE3556, DE3557, DE3558, DE3559, DE3560, DE3561, DE3562, DE3563, DE3564, DE3565	FI3972, FI3973, FI3974, FI3975, FI3976, FI3977	PL3733, PL3734, PL3735, PL3736, PL3737, PL3738		PT3094, PT3095, PT3096, PT3097, PT3098	RU3383, RU3384, RU3385, RU3386, RU3387, RU3388, RU3389	ZH3337, ZH3338, ZH3339, ZH3340, ZH3341	ID2970, ID2971, ID2972, ID2973, ID2974	MS3079, MS3080, MS3081, MS3082, MS3083, MS3084, MS3085, MS3086	CA2971, CA2972, CA2973, CA2974	TL3538, TL3539, TL3540, TL3541	RO3093, RO3094, RO3095, RO3096, RO3097	FA3145, FA3146, FA3147, FA3148	SV2845, SV2846, SV2847, SV2848, SV2849, SV2850, SV2851, SV2852, SV2853	SL3154, SL3155, SL3156, SL3157	AR2684, AR2685, AR2686, AR2687	NO2555, NO2556, NO2557, NO2558	DA2424, DA2425, DA2426, DA2427	CS2413, CS2414, CS2415, CS2416, CS2417, CS2418	SK2417, SK2418, SK2419, SK2420, SK2421	IS2635, IS2636, IS2637, IS2638, IS2639, IS2640, IS2641, IS2642	HR2335, HR2336, HR2337, HR2338	EL2401, EL2402, EL2403, EL2404	BG2320, BG2321, BG2322, BG2323, BG2324, BG2325, BG2326	LT2228, LT2229, LT2230, LT2231	UK2279, UK2280, UK2281, UK2282, UK2283	HE2266, HE2267, HE2268, HE2269, HE2270	VI2190, VI2191, VI2192	HU2166, HU2167, HU2168, HU2169	ET2133, ET2134, ET2135, ET2136, ET2137, ET2138	TR1974, TR1975	LV2136, LV2137, LV2138, LV2139, LV2140, LV2141	SR2090, SR2091, SR2092, SR2093	GA2103, GA2104, GA2105, GA2106, GA2107, GA2108	CY2035, CY2036, CY2037	SW2009, SW2010, SW2011, SW2012	SQ2002, SQ2003	AF1920, AF1921, AF1922, AF1923	HI1867, HI1868, HI1869, HI1870	KO1854, KO1855	MT1927, MT1928, MT1929			TH1179	GL741	EO587, EO588	SIMPLE560, SIMPLE561
ALIGNMENT852	EN6392, EN6393, EN6394, EN6395, EN6396, EN6397, EN6398, EN6399, EN6400, EN6401	JA4366, JA4367, JA4368, JA4369	IT3703, IT3704, IT3705, IT3706, IT3707, IT3708, IT3709	ES3275, ES3276, ES3277, ES3278, ES3279, ES3280, ES3281, ES3282, ES3283	NL3225, NL3226, NL3227, NL3228, NL3229, NL3230	FR3111, FR3112, FR3113, FR3114, FR3115, FR3116, FR3117, FR3118	DE2922, DE2923, DE2924, DE2925, DE2926, DE2927, DE2928, DE2929	FI3121, FI3122, FI3123, FI3124, FI3125, FI3126	PL3073, PL3074, PL3075, PL3076, PL3077, PL3078, PL3079		PT2520, PT2521, PT2522, PT2523, PT2524, PT2525, PT2526	RU2823, RU2824, RU2825, RU2826, RU2827, RU2828, RU2829, RU2830, RU2831, RU2832	ZH2615, ZH2616, ZH2617, ZH2618	ID2296, ID2297, ID2298, ID2299, ID2300, ID2301	MS2345, MS2346, MS2347, MS2348, MS2349, MS2350	CA2380, CA2381, CA2382, CA2383, CA2384, CA2385, CA2386, CA2387	TL3003, TL3004, TL3005, TL3006, TL3007, TL3008	RO2485, RO2486, RO2487, RO2488, RO2489, RO2490	FA2609, FA2610, FA2611, FA2612, FA2613, FA2614	SV2348, SV2349, SV2350, SV2351, SV2352, SV2353, SV2354	SL2476, SL2477, SL2478, SL2479, SL2480, SL2481	AR2217, AR2218, AR2219, AR2220, AR2221	NO2120, NO2121, NO2122, NO2123, NO2124, NO2125, NO2126	DA2024, DA2025, DA2026, DA2027, DA2028, DA2029, DA2030, DA2031, DA2032, DA2033	CS1999, CS2000, CS2001, CS2002, CS2003, CS2004, CS2005	SK1973, SK1974, SK1975, SK1976, SK1977	IS2109, IS2110, IS2111, IS2112, IS2113, IS2114	HR1899, HR1900, HR1901, HR1902	EL1985, EL1986, EL1987, EL1988, EL1989, EL1990	BG1902, BG1903, BG1904, BG1905, BG1906, BG1907	LT1862, LT1863, LT1864, LT1865, LT1866, LT1867, LT1868	UK1937, UK1938, UK1939, UK1940, UK1941, UK1942, UK1943	HE1903, HE1904, HE1905, HE1906	VI1844, VI1845, VI1846, VI1847, VI1848, VI1849, VI1850, VI1851, VI1852	HU1817, HU1818, HU1819, HU1820, HU1821, HU1822, HU1823, HU1824	ET1797, ET1798, ET1799, ET1800, ET1801, ET1802	TR1642, TR1643, TR1644, TR1645, TR1646, TR1647, TR1648	LV1802, LV1803, LV1804, LV1805, LV1806	SR1743, SR1744, SR1745, SR1746, SR1747, SR1748	GA1766, GA1767, GA1768, GA1769, GA1770, GA1771	CY1696, CY1697, CY1698, CY1699, CY1700, CY1701, CY1702, CY1703	SW1687, SW1688, SW1689, SW1690, SW1691	SQ1677, SQ1678, SQ1679, SQ1680, SQ1681, SQ1682	AF1611, AF1612, AF1613, AF1614, AF1615, AF1616	HI1576, HI1577, HI1578, HI1579, HI1580	KO1552, KO1553, KO1554	MT1634, MT1635, MT1636, MT1637, MT1638, MT1639, MT1640	EU989, EU990		TH915		EO493, EO494	
ALIGNMENT853	EN1997	JA1558	IT1404		NL1190	FR1102	DE969	FI1062	PL1028		PT842	RU926	ZH840	ID785	MS811		TL886	RO870	FA839	SV732	SL835	AR709	NO689	DA649	CS657	SK668	IS683	HR634	EL661	BG636	LT624	UK624	HE588	VI608	HU584	ET586	TR537	LV583	SR550	GA568	CY543	SW559	SQ542	AF521	HI518	KO519	MT538						
ALIGNMENT854	EN6030, EN6031, EN6030, EN6031	JA4268, JA4269, JA4270, JA4271, JA4272, JA4273, JA4274, JA4148, JA4275, JA4276, JA4277, JA4278, JA4268, JA4269, JA646, JA4270, JA4271, JA4272, JA4273, JA4274, JA4148, JA4275, JA4276, JA4277, JA4278	IT3610, IT3611, IT3610, IT3611	ES3187, ES3187	NL3153, NL3153	FR2112, FR3029, FR2112, FR3029	DE2837, DE2837	FI3028, FI3029, FI3028, FI3029	PL2982, PL2983, PL2982, PL2983	MK2864, MK2865, MK2864, MK2865	PT2151, PT2459, PT2151, PT2459	RU2758, RU2758	ZH2547, ZH2548, ZH2549, ZH2550, ZH2551, ZH2552, ZH2547, ZH2548, ZH2549, ZH2550, ZH2551, ZH2552	ID2236, ID2236	MS2293, MS2293	CA2318, CA2319, CA2320, CA2321, CA2318, CA2319, CA2320, CA2321		RO2418, RO2419, RO2420, RO2418, RO2419, RO2420	FA2517, FA2518, FA2517, FA2518	SV2276, SV2276	SL2133, SL2134, SL2133, SL2134	AR2150, AR2151, AR2152, AR2150, AR2151, AR2152	NO2055, NO2055	DA1951, DA1951			IS2057, IS2058, IS2057, IS2058	HR1850, HR1851, HR1617, HR1850, HR1851, HR1617	EL1930, EL1931, EL1930, EL1931	BG1854, BG1854	LT1809, LT1809	UK1880, UK1880		VI1791, VI1792, VI1791, VI1792	HU1767, HU1767	ET1733, ET1734, ET1733, ET1734	TR1593, TR1593	LV1752, LV1753, LV1752, LV1753	SR1693, SR353, SR1693	GA1712, GA1713, GA1712, GA1713	CY1585, CY1644, CY1585, CY1644	SW1629, SW1630, SW1629, SW1630		AF1565, AF1566, AF1565, AF1566		KO1508, KO1508	MT1580, MT1581, MT1582, MT1580, MT1581, MT1582			TH890, TH891, TH892, TH893, TH894, TH895, TH896, TH890, TH891, TH892, TH893, TH894, TH895, TH896		EO481, EO481	
