alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT11	EN3730, EN354, EN3731, EN3732, EN3733	JA2620, JA2621, JA2622	IT2368	ES1915, ES1916	NL2024, NL2025	FR1941, FR1942, FR1943, FR1944, FR1945, FR1946, FR1947, FR1948, FR1949, FR1950, FR180, FR1951		FI188, FI1911, FI1912, FI1913	PL1887, PL1888, PL1889		PT1538	RU1720	ZH140, ZH1533, ZH1534	ID162, ID166, ID1405	MS1449, MS1450	CA1463, CA140	TL1527, TL1528	RO1543, RO151	FA164, FA1520	SV1400, SV120	SL1522, SL1523, SL1524, SL1525, SL1526, SL130	AR1295, AR1296, AR1297, AR1298	NO107, NO1243, NO1244, NO109, NO1245	DA102, DA1210	CS1230	SK1207	IS1263, IS1264, IS102	HR1158, HR1159, HR1160	EL1225, EL108	BG1144	LT1138, LT1139	UK1179	HE1152, HE1153, HE1154	VI1102, VI1103, VI1104, VI95		ET88, ET1083	TR1002, TR1003, TR1004	LV1075, LV86	SR1039, SR1040	GA1071, GA83, GA1072	CY1023, CY1024, CY79	SW1025, SW1026, SW87	SQ1017, SQ1018	AF79, AF994	HI976	KO961, KO962, KO963, KO964, KO965, KO966	MT1001, MT87, MT1002	EU626		TH532		EO268	
ALIGNMENT12	EN1585, EN1586, EN1587		IT1149	ES892		FR898		FI868, FI869, FI870	PL807		PT700, PT701			ID662	MS679	CA678					SL660																																
ALIGNMENT13	EN5729, EN5730, EN5731, EN5732	JA4067, JA4068, JA4069	IT3450, IT3451, IT3452, IT3453, IT3454, IT3455	ES3024, ES3025, ES3026	NL3029, NL3030, NL3031, NL3032	FR2908, FR2909, FR2910, FR2911, FR2912, FR2913	DE2715, DE2716, DE2717, DE2718	FI2876, FI2877, FI2878	PL2844, PL2845, PL2846, PL2847, PL651, PL652, PL2848	MK2586, MK2587, MK2588	PT2345, PT2346, PT2347, PT2348	RU2630, RU2631, RU2632, RU2633, RU2634, RU2635	ZH2410, ZH2411, ZH2412, ZH2413	ID2132, ID2133, ID2134, ID2135	MS2197, MS2198, MS2199, MS2200		TL2733, TL2734, TL2735, TL2736, TL2737	RO2304, RO2305, RO2306, RO2307, RO2308	FA2353, FA2354, FA2355, FA2356	SV2156, SV2157, SV2158, SV2159	SL2296, SL2297, SL2298, SL2299, SL2300, SL2301, SL2302, SL2303	AR1993, AR1994, AR1995, AR1996, AR1997	NO1945, NO1946, NO1947, NO1948, NO1949, NO1950	DA1849, DA1850, DA1851, DA1852	CS1842, CS1843, CS1844	SK1800, SK1801, SK1802, SK1803	IS1919, IS1920, IS1921, IS1922	HR1744, HR1745, HR1746, HR1747, HR1748, HR1749	EL1836, EL1837, EL587, EL1838	BG1736, BG1737	LT1711, LT1712, LT1713, LT1714	UK1767, UK1768, UK1769, UK1770	HE1744, HE1745, HE1746, HE1747, HE1748	VI1694, VI1695, VI1696	HU1675, HU1676, HU1677	ET1639, ET1640, ET1641, ET1642	TR1508, TR1509, TR1510, TR1511	LV1659, LV1660, LV1661, LV1662	SR1584, SR1585, SR1586, SR1587, SR1588	GA1617, GA1618, GA1619, GA1620, GA1621	CY1558, CY1559, CY1560, CY1561, CY1562	SW1545, SW1546, SW1547, SW1548	SQ1540, SQ1541, SQ1542, SQ1543	AF1476, AF1477, AF1478, AF1479	HI1441, HI1442, HI1443, HI1444	KO1438, KO1439, KO1440, KO1441	MT1495, MT1496, MT1497, MT1498, MT1499	EU923, EU924, EU925		TH847	GL534, GL535, GL536	EO449	
ALIGNMENT14	EN5106	JA3645	IT3133, IT3134, IT3135	ES2727, ES2728	NL2719	FR2640	DE2435	FI2571, FI2572	PL2552		PT2083		ZH2136	ID1911	MS1963	CA1981, CA1982	TL2421	RO2067	FA2132	SV1914	SL2046, SL2047	AR1771	NO1740	DA1650	CS1654	SK1641	IS1732	HR1575		BG1556		UK1590	HE1557	VI1512	HU1504	ET1468	TR1376	LV1481	SR1415	GA1450	CY1397	SW1394	SQ1396	AF1331	HI1297	KO1277	MT1351	EU835					
ALIGNMENT15	EN6464	JA4402	IT3728, IT3729, IT3730	ES3307	NL3261	FR3156	DE2954	FI3148	PL3117		PT2555	RU2863	ZH2654	ID2316	MS2374		TL3030	RO2514	FA2632	SV2384	SL2506, SL2507	AR2245	NO2179	DA2056	CS2029	SK1997	IS2144	HR1924	EL2015	BG1932	LT1889	UK1965	HE1927	VI1872	HU1841	ET1821	TR1666	LV1829	SR1768	GA1792	CY1725	SW1708	SQ1702	AF1635	HI1594	KO1574	MT1657						
ALIGNMENT16	EN5194, EN5195	JA3696	IT3176	ES2774		FR2684	DE2473	FI2610	PL2597		PT2120	RU2387	ZH2177	ID1951	MS2019	CA2001	TL2491		FA2167	SV1947	SL2076	AR1794	NO1760	DA1671	CS1680	SK1663	IS1756	HR1597, HR1598	EL1663, EL1664	BG1577, BG1578	LT1551	UK1616	HE1581	VI1536	HU1529	ET1492	TR1400	LV1502	SR1435	GA1468	CY1416	SW1414	SQ1414, SQ1415	AF1347	HI1316	KO1301	MT1368						
ALIGNMENT17	EN341, EN342, EN343	JA291	IT226, IT227	ES157, ES158, ES159, ES160	NL158	FR171	DE138, DE139	FI185, FI186	PL167		PT128	RU130	ZH135	ID160	MS144	CA137, CA138	TL174	RO144, RO145	FA163	SV115	SL123, SL124, SL125	AR120	NO106	DA100	CS103	SK106	IS100	HR96	EL104, EL105	BG104	LT96	UK98	HE84	VI93	HU89	ET83	TR89, TR90	LV85	SR85	GA81	CY77	SW85	SQ93	AF78	HI78	KO71	MT85	EU62					
ALIGNMENT18	EN5733, EN5734	JA4070, JA4071, JA4072, JA4073	IT3456	ES3027		FR2914, FR2915, FR1736		FI2879, FI2880			PT2349			ID2136	MS2201	CA2207		RO2309	FA2357		SL2304																																
ALIGNMENT19	EN7530, EN7531, EN7532, EN7533	JA5431, JA5432, JA5433	IT4414, IT4415, IT4416, IT4417, IT4418	ES3872, ES3873	NL3876, NL3877, NL3878	FR3786, FR3787, FR3788, FR3789, FR3790, FR3791, FR3792	DE3443, DE3444, DE3445	FI3879, FI3880, FI3881	PL3665, PL3666, PL3667		PT3011, PT3012, PT3013	RU3300, RU3301	ZH3243, ZH3244	ID2891, ID2892, ID2893	MS2968, MS2969, MS2970	CA2904, CA2905, CA2906	TL3447, TL3448, TL3449	RO3003, RO3004, RO3005	FA3048, FA3049, FA3050, FA3051, FA3052	SV2761, SV2762, SV2763	SL3075, SL3076, SL3077, SL3078, SL3079	AR2623, AR2624, AR2625	NO2476, NO2477, NO2478	DA2350, DA2351, DA2352	CS2337, CS2338, CS2339	SK2358, SK2359, SK2360	IS2538, IS2539, IS2540	HR2275, HR2276, HR2277	EL2336, EL2337, EL2338	BG2253, BG2254, BG2255	LT2170, LT2171, LT2172	UK2232, UK2233	HE2219, HE2220, HE2221	VI2140, VI2141, VI2142	HU2109, HU2110, HU2111	ET2081, ET2082, ET2083	TR1914, TR1915, TR1916	LV2083, LV2084, LV2085	SR2037, SR2038, SR2039	GA2052, GA2053, GA2054	CY1981, CY1982, CY1983	SW1961, SW1962, SW1963	SQ1958, SQ1959, SQ1960	AF1869, AF1870, AF1871	HI1820, HI1821, HI1822	KO1808, KO1809, KO1810	MT1881, MT1882, MT1883	EU1201, EU1202					
ALIGNMENT20	EN2869, EN2870, EN2871, EN2872, EN2873, EN2874, EN2875, EN2876, EN2877	JA2197, JA2198, JA2199, JA2200, JA2201, JA2202, JA2203, JA2204, JA2205, JA2206, JA2207, JA2208, JA2209, JA2210, JA2211, JA2212, JA2213	IT1923, IT1924, IT1925, IT1926	ES1580, ES1581, ES1582	NL1672, NL1673, NL1674, NL1675, NL1676	FR1591, FR1592	DE1430, DE1431, DE1432, DE1433, DE1434	FI1551, FI1552, FI1553, FI1554, FI1555	PL1498, PL1499, PL1500, PL1501, PL1502	MK1251	PT1244, PT1245, PT1246, PT1247, PT1248, PT1249	RU1411, RU1412, RU1413, RU1414, RU1415	ZH1223, ZH1224, ZH1225, ZH1226	ID1130, ID1131, ID1132, ID1133, ID1134, ID1135, ID1136, ID1137	MS1162, MS1163, MS1164, MS1165, MS1166, MS1167, MS1168	CA1171, CA1172, CA1173	TL1194, TL1195, TL1196	RO1258, RO1259, RO1260, RO1261, RO1262	FA1211, FA1212, FA1213, FA1214, FA1215	SV1099, SV1100, SV1101, SV1102, SV1103	SL1219, SL1220, SL1221, SL1222	AR1033, AR1034, AR1035, AR1036, AR1037, AR1038	NO1013, NO1014, NO1015, NO1016	DA979, DA980	CS971, CS972, CS973, CS974, CS975, CS976	SK976, SK977, SK978, SK979, SK980, SK981, SK982	IS1028, IS1029, IS1030, IS1031	HR946, HR947, HR948, HR949, HR950	EL999, EL1000, EL1001, EL1002, EL1003	BG928, BG929, BG930	LT930, LT931, LT932, LT933	UK948, UK949, UK950	HE918, HE919, HE920, HE921, HE922, HE923	VI889, VI890, VI891, VI892	HU860, HU861, HU862, HU863	ET878, ET879, ET880	TR803, TR804, TR805	LV863, LV864, LV865, LV866	SR843, SR844, SR845, SR846, SR847, SR848	GA846, GA847, GA848, GA849	CY821, CY822, CY823, CY824, CY825	SW816, SW817, SW818, SW819	SQ816, SQ817, SQ818, SQ819, SQ820, SQ821, SQ822	AF785, AF786	HI781, HI782, HI783, HI784	KO779, KO780, KO781	MT793, MT794, MT795, MT796	EU529		TH439, TH440			
ALIGNMENT21	EN5273, EN5273	JA3741, JA3742, JA3743, JA643, JA644, JA3741, JA3742, JA3743	IT3223, IT3224, IT3225, IT3223, IT3224, IT3225	ES2820, ES2820	NL2805, NL2806, NL2805, NL2806	FR2713, FR2714, FR2713, FR2714	DE2494, DE2495, DE2496, DE2497, DE2494, DE386, DE2495, DE2496, DE2497	FI2660, FI2660	PL2636, PL2637, PL2636, PL2637		PT2142, PT1276, PT2142, PT1276	RU2408, RU1453, RU2409, RU2410, RU2411, RU2408, RU1453, RU2409, RU2410, RU2411	ZH2206, ZH2206		MS2055, MS2055	CA2027, CA2028, CA2027, CA2028		RO2128, RO2128	FA2184, FA2184	SV1966, SV1966	SL2122, SL2123, SL2122, SL2123	AR1804, AR1804	NO1777, NO1777	DA1690, DA1690	CS1694, CS1011, CS1694, CS1011	SK368, SK368	IS1772, IS1772	HR1610, HR1610	EL1683, EL1683	BG1593, BG1594, BG1593, BG1594	LT1566, LT1566	UK983, UK983	HE1595, HE1596, HE1597, HE1598, HE1595, HE1596, HE1597, HE1598	VI1246, VI1246	HU1542, HU1542	ET1506, ET1506	TR1412, TR1412	LV1517, LV1517	SR1447, SR1447	GA1484, GA1484		SW1425, SW1425	SQ1430, SQ1430	AF1362, AF1362				EU854, EU854		TH774, TH775, TH774, TH775	GL483, GL484, GL483, GL484	EO387, EO387	
ALIGNMENT22	EN2519, EN2520, EN2521, EN2522, EN2523, EN2524, EN2525, EN2526, EN2527	JA1886, JA1494, JA1887, JA1888, JA1889, JA1890, JA1891, JA1892, JA1893, JA1894, JA1895	IT1710, IT1711, IT1712, IT1713	ES1339, ES1340	NL1479, NL1480	FR1383, FR1384, FR1385, FR1386, FR1387, FR1388	DE1238, DE1239, DE1240, DE1241, DE1242, DE1243	FI1338, FI1339, FI1340	PL1328		PT1078, PT1079	RU1219, RU1220, RU1221	ZH1072, ZH1073	ID974, ID975	MS1009	CA1030, CA1031	TL1060, TL1061	RO1088, RO1089, RO1090	FA1056, FA1057, FA1058, FA1059, FA1060	SV951	SL1051, SL1052, SL1053, SL1054, SL1055	AR910, AR911, AR912, AR913	NO883, NO884	DA844, DA845	CS845	SK851	IS867, IS868, IS869, IS870, IS871, IS872, IS873	HR808, HR809	EL865, EL866	BG807, BG808, BG809	LT806, LT807	UK813, UK814	HE786	VI775	HU748, HU749	ET751	TR693, TR694	LV752, LV753, LV754	SR729, SR730	GA732, GA733	CY708, CY709, CY710	SW708, SW709, SW710	SQ699, SQ700	AF672, AF673	HI682, HI683	KO684, KO685	MT686, MT687	EU456, EU457		TH386, TH387	GL253	EO196, EO197	
ALIGNMENT23	EN93	JA43, JA44, JA45, JA46	IT47, IT48		NL34, NL35, NL36	FR44, FR45			PL47, PL48, PL49, PL50		PT38, PT39	RU38		ID40, ID41	MS34, MS35		TL27			SV28	SL31, SL32	AR31	NO27	DA25	CS25	SK25, SK26, SK27		HR24		BG35	LT27	UK32	HE25	VI26		ET25	TR23		SR28		CY19	SW24			HI24	KO14	MT25	EU22, EU23, EU24		TH9	GL9, GL10		
ALIGNMENT24	EN4347, EN4348	JA3069, JA3070, JA3071	IT2724, IT2725, IT2726	ES2402, ES2403, ES2404, ES2405	NL2330, NL2331, NL2332	FR2311, FR2312, FR2313	DE2116, DE2117, DE2118	FI2227, FI2228, FI2229	PL2186, PL2187		PT1804, PT1805, PT1806	RU2033, RU2034, RU2035	ZH1791, ZH1792, ZH1793	ID1607, ID1608, ID1609	MS1670, MS1671, MS1672	CA1710, CA1711, CA1712, CA1713	TL1816	RO1772, RO1773, RO1774, RO1775	FA1776, FA1777, FA1778	SV1641, SV1642	SL1771, SL1772	AR1517, AR1518	NO1488, NO1489	DA1412, DA1413	CS1436, CS1437, CS1438	SK1406, SK1407, SK1408, SK1409, SK1410	IS1464, IS1465, IS1466, IS1467	HR1356, HR1357	EL1433, EL1434	BG1317, BG1318	LT1316, LT1317	UK1365, UK1366, UK1367	HE1340, HE1341, HE1342	VI1302, VI1303, VI1304, VI1305	HU1322, HU1323	ET1269, ET1270	TR1185	LV1271, LV1272, LV1273	SR1214, SR1215, SR1216	GA1252, GA1253	CY1191, CY1192	SW1197, SW1198, SW1199, SW1200	SQ1207, SQ1208	AF1145, AF1146	HI1116	KO1104, KO1105	MT1159, MT1160, MT1161, MT1162						
ALIGNMENT25	EN2970, EN2971	JA2265, JA2266, JA2267, JA2268, JA2269, JA2270	IT1996, IT1997, IT1998	ES1626, ES1627, ES1628, ES1629, ES1630	NL1713, NL1714	FR1632, FR1633, FR1634	DE1467, DE1468	FI1595			PT1270, PT1271	RU1447, RU1448	ZH1268, ZH1269, ZH1270, ZH1271, ZH1272			CA1207, CA1208, CA1209		RO1291							CS1003, CS1004		IS1058		EL1024																					TH454			
ALIGNMENT26	EN2001, EN2002, EN2003, EN2004, EN2005, EN2006, EN2007, EN2008, EN2009, EN2010, EN2011, EN2012, EN2013, EN2014, EN2015, EN2016, EN2017, EN2018, EN2019, EN2020, EN2021, EN2022, EN2023	JA1559, JA1560, JA1561, JA1562, JA1563, JA1564, JA1565		ES1070, ES1071, ES1072	NL1192	FR1104	DE971, DE972, DE973, DE974	FI1064	PL1029		PT844, PT845, PT846	RU928, RU929		ID786	MS813	CA822, CA823	TL888	RO871		SV734	SL837		NO691	DA651			IS685	HR132	EL663	BG638, BG639	LT625, LT626, LT627	UK626, UK627	HE590, HE591, HE592, HE593, HE594	VI610	HU586	ET588	TR538	LV585	SR551	GA570	CY545	SW561		AF523	HI520	KO520, KO521	MT540					EO154, EO33	
ALIGNMENT27	EN720, EN721	JA637, JA638, JA639, JA640, JA641	IT484	ES384	NL426	FR410, FR411, FR412	DE381, DE382, DE383, DE384	FI403, FI404, FI405, FI406	PL342		PT308, PT309, PT310	RU308	ZH309, ZH310	ID291, ID292	MS284, MS285	CA309		RO336, RO337, RO338	FA331	SV270	SL293		NO257	DA232	CS238		IS215	HR222	EL244, EL245	BG224		UK225	HE199		HU208	ET203, ET204	TR186						SQ200					EU146		TH94	GL75	EO59	
ALIGNMENT28	EN4771	JA3292, JA3293, JA3294, JA3295, JA3296, JA3297, JA3298, JA3299	IT2938, IT2939		NL2506, NL2507, NL2508, NL2509, NL2510, NL2511, NL2512			FI2406	PL2356, PL2357		PT1958		ZH1958, ZH1959	ID1225, ID1749, ID1750, ID1751	MS1254, MS1800, MS1801, MS1802			RO1912			SL1914, SL1915							HR1470, HR1471	EL1543																			EU785		TH681			
ALIGNMENT29	EN6922	JA4877		ES3546, ES3547, ES3548	NL3562			FI3483, FI3484	PL3396			RU3034		ID2627	MS2685			RO2726	FA2802, FA2803	SV2541			NO2308	DA2181	CS2170		IS2317		EL2156		LT2008				HU1955	ET1931		LV1934								KO1665					GL628		
ALIGNMENT30	EN5805, EN5806, EN5807, EN5808	JA4154, JA4155, JA4156, JA4157	IT3509, IT3510, IT3511, IT3512	ES3063, ES3064, ES3065, ES3066, ES3067	NL3077, NL3078, NL3079, NL3080, NL3081	FR2955, FR2956, FR2957, FR2958, FR2959, FR2960	DE2757, DE2758, DE2759, DE2760, DE2761	FI2927, FI2928, FI2929, FI2930, FI2931, FI2932	PL2901, PL2902, PL2903, PL2904		PT2379, PT2380	RU2672, RU2673, RU2674, RU2675, RU2676	ZH2464, ZH2465, ZH2466, ZH2467, ZH2468	ID2174, ID2175, ID2176	MS2236, MS2237, MS2238, MS2239	CA2247, CA2248, CA2249	TL2812, TL2813, TL2814, TL2815	RO2347, RO2348, RO2349	FA2393, FA2394, FA2395	SV2211, SV2212, SV2213	SL2346, SL2347, SL2348, SL2349, SL2350	AR2037, AR2038, AR2039, AR2040, AR2041, AR2042, AR2043, AR2044, AR2045, AR2046	NO1986, NO1987, NO1988	DA1890, DA1891, DA1892, DA1893, DA1894	CS1873, CS1874, CS1875, CS1876, CS1877	SK1853, SK1854, SK1855, SK1856, SK1857	IS1964, IS1965, IS1966, IS1967, IS1968, IS1969	HR1790, HR1791	EL1867, EL1868, EL1869, EL1870, EL1871	BG1786, BG1787, BG1788, BG1789	LT1745, LT1746, LT1747, LT1748	UK1803, UK1804, UK1805, UK1806, UK1807	HE1781, HE1782, HE1783, HE1784, HE1785, HE1786	VI1726, VI1727, VI1728, VI1729	HU1706, HU1707, HU1708	ET1670, ET1671, ET1672, ET1673	TR1541, TR1542, TR1543	LV1693, LV1694, LV1695, LV1696	SR1619, SR1620, SR1621	GA1650, GA1651, GA1652	CY1589, CY1590, CY1591	SW1575, SW1576	SQ1570, SQ1571, SQ1572, SQ1573	AF1512, AF1513, AF1514	HI1469, HI1470, HI1471, HI1472, HI1473, HI1474	KO1459, KO1460, KO1461	MT1528, MT1529, MT1530	EU941, EU942		TH864, TH865, TH866	GL542		SIMPLE444
ALIGNMENT31	EN5756, EN5756	JA3496, JA2740, JA1114, JA3496, JA2098	IT3476, IT3476	ES3039, ES3039	NL3047, NL3048, NL3047, NL3048	FR2933, FR2933	DE2730, DE2730		PL2879, PL2879		PT2360, PT2360	RU2646, RU2646	ZH559	ID1903		CA2226, CA2226	TL2775, TL2775	RO2321, RO706, RO2321, RO706	FA2367, FA2367	SV2173, SV2173	SL2328, SL2328	AR2012, AR2012	NO1966, NO1966		CS1853, CS1853	SK1835, SK1836, SK1837, SK1838, SK1835, SK1836, SK1837, SK1838	IS1939, IS1939	HR1766, HR1766	EL1853, EL1853	BG1753, BG1753	LT1726, LT1726	UK1781, UK1781	HE1761, HE1761	VI1707, VI1707	HU1684, HU1684	ET1651, ET1652, ET1651, ET1652	TR1522, TR1522	LV1673, LV1674, LV1673, LV1674	SR1600, SR1600	GA1632, GA1632	CY1573, CY1573	SW1559, SW1559	SQ1554, SQ1554	AF1490, AF1490	HI1454, HI1454	KO1450, KO1450	MT1509, MT1509			TH856, TH856			
ALIGNMENT32	EN5576			ES2959	NL2968	FR2846	DE2637	FI2809, FI2810	PL2771		PT2273	RU2570		ID2072	MS2138	CA2148	TL2689	RO2243, RO2244, RO2245	FA2295	SV2087	SL2232	AR1930	NO1897	DA1792	CS1790	SK1755	IS1872	HR1698	EL1789	BG1688	LT1663	UK1723	HE1693	VI1649	HU1629	ET1598	TR1479	LV1617	SR1538	GA1574		SW1498	SQ1503		HI1404		MT1462			TH826			
ALIGNMENT33	EN1887, EN1888, EN1889, EN1890, EN1891, EN1887, EN1888, EN1889, EN1882, EN1883, EN1884, EN1890, EN1891, EN1885, EN1886	JA1476, JA1477, JA1478, JA1479, JA1480, JA1481, JA1482, JA1483, JA1484, JA1485, JA1476, JA1477, JA1478, JA1479, JA1480, JA1481, JA1482, JA1475, JA1483, JA1484, JA1485	IT1373, IT1374, IT1373, IT1366, IT1371, IT1368, IT1374	ES1042, ES1043, ES1044, ES1036, ES1042, ES1043, ES1038, ES1044, ES1039	NL1135, NL1136, NL1137, NL1138, NL1139, NL1140, NL1141, NL1142, NL1143, NL1144, NL1145, NL1146, NL1147, NL1148, NL1149, NL1150, NL1151, NL1152, NL1153, NL1154, NL1155, NL1156, NL1157, NL1158, NL1159, NL1160, NL531, NL1135, NL1136, NL1137, NL1138, NL1131, NL1139, NL1140, NL1141, NL1142, NL1129, NL1130, NL1143, NL1144, NL1145, NL1146, NL1128, NL1147, NL1148, NL1149, NL1150, NL1151, NL1152, NL1153, NL1154, NL1155, NL1156, NL1157, NL1158, NL1159, NL1134, NL1160	FR1071, FR1072, FR1073, FR1074, FR1075, FR1076, FR1077, FR1078, FR1079, FR1071, FR1064, FR1072, FR1068, FR1073, FR1074, FR1067, FR1075, FR1076, FR1077, FR1078, FR1079, FR1070	DE932, DE933, DE934, DE935, DE936, DE937, DE938, DE939, DE940, DE941, DE942, DE943, DE932, DE933, DE934, DE926, DE935, DE929, DE936, DE927, DE937, DE928, DE938, DE939, DE940, DE941, DE942, DE930, DE943	FI1031, FI1032, FI1033, FI1031, FI688, FI1023, FI1025, FI1032, FI1033, FI507, FI1030	PL987, PL987		PT814, PT815, PT816, PT817, PT814, PT815, PT816, PT817	RU891, RU892, RU893, RU891, RU892, RU893, RU890, RU889	ZH810, ZH810	ID765, ID766, ID763, ID765, ID766	MS789, MS790, MS791, MS789, MS790, MS791	CA795, CA796, CA797, CA798, CA795, CA796, CA797, CA798		RO847, RO847		SV702, SV703, SV704, SV705, SV706, SV702, SV703, SV704, SV705, SV706			NO661, NO662, NO661, NO662	DA629, DA629			IS653, IS654, IS653, IS654			BG614, BG615, BG614, BG615														AF500, AF500				EU353, EU354, EU355, EU356, EU353, EU354, EU355, EU356		TH298, TH298			
ALIGNMENT34		JA5456, JA5457, JA5458, JA5459, JA5460, JA5461, JA5462, JA5463, JA5455, JA5464, JA1397, JA5465, JA5466, JA5467, JA5468		ES3890, ES3891	NL3546		DE3458	FI3895	PL2479	MK3429	PT3028, PT3029	RU3318, RU3319, RU3320, RU3321	ZH3276, ZH3277, ZH2058, ZH3278, ZH3279, ZH3280	ID2913, ID1811, ID2914, ID2915, ID722, ID2916, ID721	MS3023, MS3024, MS3025, MS3026, MS749, MS1867, MS3027	CA2918, CA2919, CA2823		RO3029		SV2776		AR2633, AR2634	NO2490, NO2491	DA2364	CS2351, CS2352	SK2371	IS2573, IS2574, IS2575, IS2576	HR2292, HR2293, HR2294, HR2295	EL604	BG2265, BG2266, BG2267	LT2182			VI549, VI2152	HU2124, HU2125			LV2092		GA2062	CY1991				HI1831	KO1818			BN1145	TH1160, TH1161, TH1162, TH1163	GL728, GL729	EO576	
ALIGNMENT35	EN3480, EN3481, EN3482, EN3483, EN3484, EN3485, EN3486, EN3487, EN3488, EN3489, EN3490	JA2521	IT2237	ES1845	NL1949	FR1867	DE1724	FI1824, FI1825	PL1802, PL1803		PT1468, PT1469	RU1658	ZH1456	ID1338, ID1339	MS1379, MS1380	CA1395	TL1404, TL1405	RO1470, RO1471	FA1456	SV1327, SV1328	SL1439, SL1440	AR1226	NO1193, NO1194	DA1163	CS1174	SK1158	IS1212, IS1213	HR1109	EL1173, EL1174	BG1095, BG1096	LT1097, LT1098	UK1137	HE1095, HE1096	VI1055, VI1056	HU1097, HU1098	ET1040, ET1041, ET1042	TR964	LV1034, LV1035	SR998	GA1026, GA1027	CY979	SW988, SW989	SQ967, SQ968	AF948, AF949	HI932, HI933	KO919	MT958						
